Asset,Quote,Provider,Adapter Name,Adapter,Base,Quote,Whitelist
BYUSD,USD,Pyth,Pyth_BYUSD/USD,0x63ee8491f9ca4826d70196af16f25199d211ea48,0x688e72142674041f8f6Af4c808a4045cA1D6aC82,0x0000000000000000000000000000000000000348,No
BYUSD,USD,Pyth,Pyth_BYUSD/USD,0xe5908cbd7b3bc2648b32ce3dc8dfad4d83afd1b4,0x688e72142674041f8f6Af4c808a4045cA1D6aC82,0x0000000000000000000000000000000000000348,Yes
LBTC,WBTC,RedStone Classic,RedStoneClassic_LBTC/WBTC,0xb92b9341be191895e8c68b170ac4528839ffe0b2,0xecAc9C5F704e954931349Da37F60E39f515c11c1,0x0555E30da8f98308EdB960aa94C0Db47230d2B9c,Yes
LBTC,USD,Cross,Cross_LBTC/USD,0x575ffc02361368a2708c00bc7e299d1cd1c89f8a,0xecAc9C5F704e954931349Da37F60E39f515c11c1,0x0000000000000000000000000000000000000348,Yes
rUSD,USD,Fixed Rate,FixedRate_rUSD/USD,0x16fcc1d29833b4c46fa7c7232b0c613034c0242e,0x09D4214C03D01F49544C0448DBE3A27f768F2b34,0x0000000000000000000000000000000000000348,Yes
beraETH,USD,RedStone Classic,RedStoneClassic_beraETH_FUNDAMENTAL/USD,0x8582eF5CE2D82Bfa0779ee0d49a849b8f4070CAf,0x6fc6545d5cDE268D5C7f1e476D444F39c995120d,0x0000000000000000000000000000000000000348,Yes
NECT,USD,RedStone Classic,RedStoneClassic_NECT/USD,0xA5D8658e0Aee09A93206478B2FaDFD0929B431af,0x1cE0a25D13CE4d52071aE7e02Cf1F6606F4C79d3,0x0000000000000000000000000000000000000348,Yes
USDe,USD,RedStone Classic,RedStoneClassic_USDe/USD,0x7e940d9618753f2Cb816C14b05e5Da969A617490,0x5d3a1Ff2b6BAb83b63cd9AD0787074081a52ef34,0x0000000000000000000000000000000000000348,Yes
sUSDe,USD,RedStone Classic,RedStoneClassic_sUSDe_FUNDAMENTAL/USD,0xFC8a6E73DBCBAb3456E024ddeab59e095792D2eD,0x211Cc4DD073734dA055fbF44a2b4667d5E5fE5d2,0x0000000000000000000000000000000000000348,Yes
iBERA,USD,Cross,Cross_iBERA/USD=FixedRate_iBERA/WBERA+Pyth_WBERA/USD,0xD5fD501C97564f1003C436525A0CED2fB96867b1,0x9b6761bf2397Bb5a6624a856cC84A3A14Dcd3fe5,0x0000000000000000000000000000000000000348,Yes
srUSD,USD,Chronicle,Chronicle_srUSD/USD,0xe8a784f4bdcd4707baf4068e72887888ad58c033,0x5475611Dffb8ef4d697Ae39df9395513b6E947d7,0x0000000000000000000000000000000000000348,Yes
rUSD,USD,Chronicle,Chronicle_rUSD/USD,0x617889fed99d725831305d13b86ecc110d772822,0x09D4214C03D01F49544C0448DBE3A27f768F2b34,0x0000000000000000000000000000000000000348,Yes
iBGT,WBERA,Fixed Rate,FixedRate_iBGT/WBERA,0x8eE9244458285cf09392Ad2B8f7C0479c2413934,0xac03CABA51e17c86c921E1f6CBFBdC91F8BB2E6b,0x6969696969696969696969696969696969696969,Yes
PT-sUSDE-25SEP2025,USD,eOracle,eOracle_PT-sUSDE-25SEP2025/USD,0x971A8ba22A85d4f2ff4a9128A3BeC5397F2e8653,0x2719e657ec3B3CbE521a18E640CA55799836376f,0x0000000000000000000000000000000000000348,Yes
iBGT,USD,Pyth,Pyth_iBGT/USD,0x5bd06375469a0111f2cf7b05a2d12c3f012a70b6,0xac03CABA51e17c86c921E1f6CBFBdC91F8BB2E6b,0x0000000000000000000000000000000000000348,Yes
PT-iBERA-26JUN2025,USD,eOracle,eOracle_PT-iBERA-26JUN2025/USD,0x83d4FD940827fdF80f08d04862FF4621F3EcBFF0,0x48b358b7bC013F24E2D59b3A0d4455f6e71Fe2d6,0x0000000000000000000000000000000000000348,No
PT-USDe-25SEP2025,USD,eOracle,eOracle_PT-USDe-25SEP2025/USD,0xbc623052007c19d1594d0D640bA5A7228F040f0D,0xdc9b87e5eFD6Ca2BeAa33dDe9c544E1e98345De4,0x0000000000000000000000000000000000000348,Yes
iBGT,USD,eOracle,eOracle_iBGT/USD,0x16cE03d4d67fdA6727498eDbDE2e4FD0bF5e32D3,0xac03CABA51e17c86c921E1f6CBFBdC91F8BB2E6b,0x0000000000000000000000000000000000000348,Yes
WBERA,USD,Chainlink Infrequent,ChainlinkInfrequent_WBERA/USD,0xf05ca1d76a7d5859014b8606ab69c6d41629109c,0x6969696969696969696969696969696969696969,0x0000000000000000000000000000000000000348,Yes
HONEY,USD,Chainlink Infrequent,ChainlinkInfrequent_HONEY/USD,0x1d6ba68e8a98c1afb9983976b39efd877b1fd361,0xFCBD14DC51f0A4d49d5E53C2E0950e0bC26d0Dce,0x0000000000000000000000000000000000000348,Yes
NECT,USD,Chainlink Infrequent,ChainlinkInfrequent_NECT/USD,0xadf96cb1e19d658901a204ef375d605a0300244b,0x1cE0a25D13CE4d52071aE7e02Cf1F6606F4C79d3,0x0000000000000000000000000000000000000348,Yes
sNECT,USD,Chainlink Infrequent,ChainlinkInfrequent_sNECT/USD,0x35685efb793f77a78161f87575e9ad951b5b1240,0x597877Ccf65be938BD214C4c46907669e3E62128,0x0000000000000000000000000000000000000348,Yes
USDC.e,USD,Chainlink Infrequent,ChainlinkInfrequent_USDC.e/USD,0x01dbd40296c232c2c58c99ff69084b256bee33ee,0x549943e04f40284185054145c6E4e9568C1D3241,0x0000000000000000000000000000000000000348,No
NECT/USDC/HONEY,USD,Fixed Rate,FixedRate_NECT/USDC/HONEY/USD,0x73bf80c6e9812f8ebc3dc4cbe45247e631d8c44c,0xD10E65A5F8cA6f835F2B1832e37cF150fb955f23,0x0000000000000000000000000000000000000348,Yes
sNECT,USD,RedStone Classic,RedStoneClassic_sNECT/USD,0xcd8204b02b74ade1461f5aa7794a2d6e91a38c33,0x597877Ccf65be938BD214C4c46907669e3E62128,0x0000000000000000000000000000000000000348,Yes
USDC.e,USD,Chainlink Infrequent,ChainlinkInfrequent_USDC.e/USD,0x7626962A3e09C6A7711E8be8c4d09C7C1729F475,0x549943e04f40284185054145c6E4e9568C1D3241,0x0000000000000000000000000000000000000348,Yes
PT-eBTC-25SEP2025,USD,eOracle,eOracle_PT-eBTC-25SEP2025/USD,0x44e61416B5D0a7D02F2078Ff68aF831212a22F5E,0x1b34BEaE4F3a559Ec3412532445C44b74D4053C5,0x0000000000000000000000000000000000000348,Yes
BB.SNECT,NECT,Chainlink Infrequent,ChainlinkInfrequent_BB.SNECT/NECT,0xc2d30cfac263cb7a6978b3d227675b75a5b57fe7,0x1d22592F66Fc92e0a64eE9300eAeca548cd466c5,0x1cE0a25D13CE4d52071aE7e02Cf1F6606F4C79d3,Yes
BB.SNECT,USD,Cross,Cross_BB.SNECT/USD,0x984833b9c0d619f08e75197b2c8ae3a9485e20ae,0x1d22592F66Fc92e0a64eE9300eAeca548cd466c5,0x0000000000000000000000000000000000000348,Yes
