Asset,Quote,Provider,Adapter Name,Adapter,Base,Quote,Whitelist
WSTKSCETH,ETH,Cross,Cross_WSTKSCETH/ETH=Pyth_WSTKSCETH/SCETH+RedstoneClassic_SCETH_FUNDAMENTAL/ETH,0x999f22bbE3E7e0a77da73470fFD6c76adfB7644C,0xE8a41c62BB4d5863C6eadC96792cFE90A1f37C47,0x50c42dEAcD8Fc9773493ED674b675bE577f2634b,Yes
WSTSKCETH,USD,Cross,Cross_WSTSKCETH/USD=Cross_WSTKSCETH/ETH=Pyth_WSTKSCETH/SCETH+RedstoneClassic_SCETH_FUNDAMENTAL/ETH+Chainlink_ETH/USD,0x0afddC99E980A46f1DC481E1B59e0634Dc5b27F4,0xE8a41c62BB4d5863C6eadC96792cFE90A1f37C47,0x0000000000000000000000000000000000000348,Yes
SolvBTC,USD,RedStone Classic,RedStoneClassic_SolvBTC/USD,0xc8228b83f1d97a431a48bd9bc3e971c8b418d889,0x541FD749419CA806a8bc7da8ac23D346f2dF8B77,0x0000000000000000000000000000000000000348,Yes
SolvBTC.BBN,USD,RedStone Classic,RedStoneClassic_SolvBTC.BBN/USD,0xf5c2dfd1740d18ad7cf23fba76cc11d877802937,0xCC0966D8418d412c599A6421b760a847eB169A8c,0x0000000000000000000000000000000000000348,Yes
Anon,USD,Pyth,Pyth_Anon/USD,0x5939ee098eb6d411c3727b78ee665771f5cb0501,0x79bbF4508B1391af3A0F4B30bb5FC4aa9ab0E07C,0x0000000000000000000000000000000000000348,Yes
wS,USD,RedStone Classic,RedStoneClassic_wS/USD,0xd544ccb6f2231bd1ccac0258cba89e8a13d4a421,0x039e2fB66102314Ce7b64Ce5Ce3E5183bc94aD38,0x0000000000000000000000000000000000000348,Yes
wS,USD,Pyth,Pyth_wS/USD,0x7e262cd6226328aaf4ea5c993a952e18dd633bc8,0x039e2fB66102314Ce7b64Ce5Ce3E5183bc94aD38,0x0000000000000000000000000000000000000348,Yes
WETH,USD,Pyth,Pyth_WETH/USD,0xd0dab9edb2b1909802b03090efbf14743e7ff967,0x50c42dEAcD8Fc9773493ED674b675bE577f2634b,0x0000000000000000000000000000000000000348,Yes
USDC.e,USD,Pyth,Pyth_USDC.e/USD,0x74b77011c244bd7edff34e4cbf23fe41defa313d,0x29219dd400f2Bf60E5a23d13Be72B486D4038894,0x0000000000000000000000000000000000000348,Yes
scUSD,USD,Pyth,Pyth_scUSD/USD,0xe6d9c66c0416c1c88ca5f777d81a7f424d4fa87b,0xd3DCe716f3eF535C5Ff8d041c1A41C3bd89b97aE,0x0000000000000000000000000000000000000348,Yes
scETH,USD,Pyth,Pyth_scETH/USD,0xcba35e68a1cb2f2ca0ca4895de33cd61a3b9dbc1,0x3bcE5CB273F0F148010BbEa2470e7b5df84C7812,0x0000000000000000000000000000000000000348,Yes
stS,wS,Pyth,Pyth_stS/wS,0xfc40b9415ff4591ec304f3c18509a6dc28c408ca,0xE5DA20F15420aD15DE0fa650600aFc998bbE3955,0x039e2fB66102314Ce7b64Ce5Ce3E5183bc94aD38,Yes
PT-wstkscETH-29MAY2025,USD,Chainlink Infrequent,ChainlinkInfrequent_PT-wstkscETH-29MAY2025/USD,0xbce127efd2a546afc94c9776f7ce138240182cb9,0xa2161E75EDf50d70544e6588788A5732A3105c00,0x0000000000000000000000000000000000000348,Yes
PT-wstkscUSD-29MAY2025,USD,Chainlink Infrequent,ChainlinkInfrequent_PT-wstkscUSD-29MAY2025/USD,0x997d72fb46690f304c7db92df9aa823323fb23b2,0xBe27993204Ec64238F71A527B4c4D5F4949034C3,0x0000000000000000000000000000000000000348,Yes
PT-stS-29MAY2025,USD,eOracle,eOracle_PT-stS-29MAY2025/USD,0xB572C563F6F900682F42E07e5ACa55564EC6C9F5,0x420df605D062F8611EFb3F203BF258159b8FfFdE,0x0000000000000000000000000000000000000348,No
PT-wOS-29MAY2025,USD,eOracle,eOracle_PT-wOS-29MAY2025/USD,0x16cE03d4d67fdA6727498eDbDE2e4FD0bF5e32D3,0x46eb02b9F47634c4fab3110CC7ADc1C6311DfAC1,0x0000000000000000000000000000000000000348,No
SHADOW,USD,Chainlink,Chainlink_SHADOW/USD,0x22f8af7504b78953b7101a6543cbdec0038eb59f,0x3333b97138D4b086720b5aE8A7844b1345a33333,0x0000000000000000000000000000000000000348,Yes
xSHADOW,SHADOW,Fixed Rate,FixedRate_xSHADOW/SHADOW,0x8b78bbb48a63da1f9db4ac418fe4de604ac8c4a5,0x5050bc082FF4A74Fb6B0B04385dEfdDB114b2424,0x3333b97138D4b086720b5aE8A7844b1345a33333,Yes
SHADOW,USD,Pyth,Pyth_SHADOW/USD,0x88a6539635da9c440c0b0a5e7e73ac6df4978bca,0x3333b97138D4b086720b5aE8A7844b1345a33333,0x0000000000000000000000000000000000000348,Yes
xSHADOW,USD,Cross,Cross_xSHADOW/USD,0xc7409cead5b975e8865db9b3e7717348d753aaec,0x5050bc082FF4A74Fb6B0B04385dEfdDB114b2424,0x0000000000000000000000000000000000000348,Yes
scUSD,USD,Chainlink,Chainlink_scUSD/USD,0x8cd52d4d3e11997df1e594671ddf4fdc45f11705,0xd3DCe716f3eF535C5Ff8d041c1A41C3bd89b97aE,0x0000000000000000000000000000000000000348,Yes
scETH,USD,Chainlink,Chainlink_scETH/USD,0x9e4e2052170a9b2781a2ca48f35a0c661ff75703,0x3bcE5CB273F0F148010BbEa2470e7b5df84C7812,0x0000000000000000000000000000000000000348,Yes
stS,USD,Chainlink,Chainlink_stS/USD,0x124d79f8cd50e656e9d9aa2fb601bb639b8436a9,0xE5DA20F15420aD15DE0fa650600aFc998bbE3955,0x0000000000000000000000000000000000000348,Yes
lstRZR,RZR,ExternalVault,ExternalVault_lstRZR/RZR,0x67A298e5B65dB2b4616E05C3b455E017275f53cB,0x67A298e5B65dB2b4616E05C3b455E017275f53cB,0xb4444468e444f89e1c2CAc2F1D3ee7e336cBD1f5,Yes
