Asset,Quote,Provider,Adapter Name,Adapter,Base,Quote,Whitelist
USDT,USD,Pyth,Pyth_USDT/USD,0x658ba5f7395774c664C7E6ac18D7E77F7871D45a,0xdac17f958d2ee523a2206206994597c13d831ec7,0x0000000000000000000000000000000000000348,Yes
USDY,USD,Pyth,Pyth_USDY/USD,0x922D0c82d70c3c9F8928742E8f75004DEa228FE6,0x96f6ef951840721adbf46ac996b59e0235cb985c,0x0000000000000000000000000000000000000348,Yes
WBTC,USD,Pyth,Pyth_WBTC/USD,0x7aE18Fe76854fa5d4AE2E2f59323A61caCD41D31,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x0000000000000000000000000000000000000348,Yes
WEETH,USD,Pyth,Pyth_WEETH/USD,0x0081d84174d84EE37973fc553b2a3A0101873193,0xCd5fE23C85820F7B72D0926FC9b05b43E359b7ee,0x0000000000000000000000000000000000000348,Yes
WLD,USD,Pyth,Pyth_WLD/USD,0x6d6a3c5d8cFAB9aEc10e2f6C08576559DF6DdE0E,0x163f8c2467924be0ae7b5347228cabf260318753,0x0000000000000000000000000000000000000348,Yes
WOO,USD,Pyth,Pyth_WOO/USD,0xd327b58B5824F3979DCA46CC5D4e973a3a836D3f,0x4691937a7508860f876c9c0a2a617e7d9e945d4b,0x0000000000000000000000000000000000000348,Yes
WSTETH,USD,Pyth,Pyth_WSTETH/USD,0xE46A0c83F8061DF2B372fe1579aB6CeAe75F4471,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0x0000000000000000000000000000000000000348,Yes
XAUT,USD,Pyth,Pyth_XAUT/USD,0xce1b8F00454cd70C04BAA5613541954e9e9eE0DC,0x68749665FF8D2d112Fa859AA293F07A622782F38,0x0000000000000000000000000000000000000348,Yes
YFI,USD,Pyth,Pyth_YFI/USD,0x37d7c05f5613C16933649708b142f0adaF2668AD,0x0bc529c00c6401aef6d220be8c6ea1667f6ad93e,0x0000000000000000000000000000000000000348,Yes
weETH,USD,RedStone Classic,RedStoneClassic_weETH/USD,0x175b1A1347F207AA0529430012385A14C46D9638,0xCd5fE23C85820F7B72D0926FC9b05b43E359b7ee,0x0000000000000000000000000000000000000348,Yes
weETH,ETH,RedStone Classic,RedStoneClassic_weETH/ETH,0x04F50861b2CeC7831B27b74b565EfEeCeABED4Fd,0xCd5fE23C85820F7B72D0926FC9b05b43E359b7ee,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
ETHx,USD,RedStone Classic,RedStoneClassic_ETHx/USD,0xBc7A03E1791C0d29FC9Eb8921B9F16035041a2C1,0xA35b1B31Ce002FBF2058D22F30f95D405200A15b,0x0000000000000000000000000000000000000348,Yes
ETHx,ETH,RedStone Classic,RedStoneClassic_ETHx/ETH,0x4dd1c76C1B566e10F46305561d2cF97226A79f44,0xA35b1B31Ce002FBF2058D22F30f95D405200A15b,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
osETH,ETH,RedStone Classic,RedStoneClassic_osETH/ETH,0x018b43eCFBE95617c0240A19eb734d973A074267,0xf1C9acDc66974dFB6dEcB12aA385b9cD01190E38,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
swETH,ETH,RedStone Classic,RedStoneClassic_swETH/ETH,0xdF65b1eCD807b20cb8a8c14049dE49048eeF62F6,0xf951E335afb289353dc249e82926178EaC7DEd78,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
eUSD,USD,RedStone Classic,RedStoneClassic_eUSD/USD,0x34238129479f1423aBDB16C0d29abf4bd1354D29,0xA0d69E286B938e21CBf7E51D71F6A4c8918f482F,0x0000000000000000000000000000000000000348,Yes
apxETH,ETH,RedStone Classic,RedStoneClassic_apxETH/ETH,0xc8339D67d3c110dEc5226A497e86d4E18bDe6115,0x9ba021b0a9b958b5e75ce9f6dff97c7ee52cb3e6,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
rsETH,ETH,RedStone Classic,RedStoneClassic_rsETH/ETH,0xB0dC8194eCA11EF10B4451BD596ed29049a2cf7c,0xA1290d69c65A6Fe4DF752f95823fae25cB99e5A7,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
ezETH,ETH,RedStone Classic,RedStoneClassic_ezETH/ETH,0xe1959F0C88ff3270ed27DF025A943811c2cf1A2e,0xbf5495Efe5DB9ce00f80364C8B423567e58d2110,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
rswETH,ETH,RedStone Classic,RedStoneClassic_rswETH/ETH,0x27C688462fa0dD39e2C8DeB399561F49bF100d5F,0xFAe103DC9cf190eD75350761e95403b7b8aFa6c0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
USDe,USD,RedStone Classic,RedStoneClassic_USDe/USD,0x5035236243d012d6A2C825228626eD62ff90494F,0x4c9edd5852cd905f086c759e8383e09bff1e68b3,0x0000000000000000000000000000000000000348,Yes
sUSDe,USD,RedStone Classic,RedStoneClassic_sUSDe/USD,0xdBBaEA81850b43dB583A80C7dE87551B4914dc83,0x9d39a5de30e57443bff2a8307a4256c8797a3497,0x0000000000000000000000000000000000000348,Yes
pufETH,ETH,RedStone Classic,RedStoneClassic_pufETH/ETH,0x93c59E574Fb98Dd283A8c54E0C7881AD9944FcAA,0xD9A442856C234a39a81a089C06451EBAa4306a72,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
ETH+,ETH,RedStone Classic,RedStoneClassic_ETH+/ETH,0xD4dF645c88767275fE1C22709BE415bD7B509199,0xE72B141DF173b999AE7c1aDcbF60Cc9833Ce56a8,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
sfrxETH,ETH,RedStone Classic,RedStoneClassic_sfrxETH/ETH,0x95DfdA6Ff77F7193Cb20a7E3531Cc6c5eF42f950,0xac3E018457B222d93114458476f3E3416Abbe38F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
EURA,USD,Cross,Cross_EURA/USD=Chainlink_EURA/EUR+Chainlink_EUR/USD,0x98184FBa0348B8Ca908C1213AC8Cbd4AD1Bee902,0x1a7e4e63778b4f12a199c062f3efdd288afcbce8,0x0000000000000000000000000000000000000348,Yes
CBETH,USD,Cross,Cross_CBETH/USD=Chainlink_CBETH/ETH+Chainlink_ETH/USD,0x8710019824E557F907Fb0B8BD23d610d74dD7444,0xbe9895146f7af43049ca1c1ae358b0541ea49704,0x0000000000000000000000000000000000000348,Yes
ETHx,USD,Cross,Cross_ETHx/USD=Chainlink_ETHx/ETH+Chainlink_ETH/USD,0x1DF4f5afD2Ad4E830a343C7C32824A9F4b525496,0xA35b1B31Ce002FBF2058D22F30f95D405200A15b,0x0000000000000000000000000000000000000348,Yes
ezETH,USD,Cross,Cross_ezETH/USD=Chainlink_ezETH/ETH+Chainlink_ETH/USD,0x2B23B4EAAe78D0343d5168A6A489F7daBc9a8205,0xbf5495Efe5DB9ce00f80364C8B423567e58d2110,0x0000000000000000000000000000000000000348,Yes
LDO,USD,Cross,Cross_LDO/USD=Chainlink_LDO/ETH+Chainlink_ETH/USD,0x1aA4B12e93D8F3CFd7431757b545eFC83030fd7d,0x5A98FcBEA516Cf06857215779Fd812CA3beF1B32,0x0000000000000000000000000000000000000348,Yes
mETH,USD,Cross,Cross_mETH/USD=Chainlink_mETH/ETH+Chainlink_ETH/USD,0xe7a32E7A8b2536924D8ac4913F80d9133558eC27,0xd5F7838F5C461fefF7FE49ea5ebaF7728bB0ADfa,0x0000000000000000000000000000000000000348,Yes
RETH,USD,Cross,Cross_RETH/USD=Chainlink_RETH/ETH+Chainlink_ETH/USD,0x73bDDD7B48B653D4e78D88916a40f9890049ebE9,0xae78736Cd615f374D3085123A210448E74Fc6393,0x0000000000000000000000000000000000000348,Yes
RSETH,USD,Cross,Cross_RSETH/USD=Chainlink_RSETH/ETH+Chainlink_ETH/USD,0xd9274249FD71413342F75168c476CC357B17A3A1,0xA1290d69c65A6Fe4DF752f95823fae25cB99e5A7,0x0000000000000000000000000000000000000348,Yes
rswETH,USD,Cross,Cross_rswETH/USD=Chainlink_rswETH/ETH+Chainlink_ETH/USD,0x951bcDd3551Bb617f3B98FcD9E6A5c0e70432928,0xFAe103DC9cf190eD75350761e95403b7b8aFa6c0,0x0000000000000000000000000000000000000348,Yes
SUSD,USD,Cross,Cross_SUSD/USD=Chainlink_SUSD/ETH+Chainlink_ETH/USD,0x7F2e2AD08aD809ba71e9cdab9339726B53564e82,0x57Ab1ec28D129707052df4dF418D58a2D46d5f51,0x0000000000000000000000000000000000000348,Yes
SWETH,USD,Cross,Cross_SWETH/USD=Chainlink_SWETH/ETH+Chainlink_ETH/USD,0xaE9eCE3Dbf4b457dD44A7be8e683DCe3E2c91205,0xf951E335afb289353dc249e82926178EaC7DEd78,0x0000000000000000000000000000000000000348,Yes
WBTC,USD,Cross,Cross_WBTC/USD=Chainlink_WBTC/BTC+Chainlink_BTC/USD,0x8F358638Eb5D0afF47E5b320213C07235e40ebe2,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x0000000000000000000000000000000000000348,Yes
weETH,USD,Cross,Cross_weETH/USD=Chainlink_weETH/ETH+Chainlink_ETH/USD,0x6A7c5B6EBFFc65c464f0A3D88913c906bF7A72aF,0xCd5fE23C85820F7B72D0926FC9b05b43E359b7ee,0x0000000000000000000000000000000000000348,Yes
wstETH,USD,Cross,Cross_wstETH/USD=Lido_wstETH/stETH+Chainlink_stETH/USD,0x02dd5B7ab536629d2235276aBCDf8eb3Af9528D7,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0x0000000000000000000000000000000000000348,Yes
wstETH,ETH,Cross,Cross_wstETH/ETH=Lido_wstETH/stETH+Chainlink_stETH/ETH,0xA9E18Ece44DcCd4E623135098C8B0887C87F6128,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
osETH,USD,Cross,Cross_osETH/USD=RedStoneClassic_osETH/ETH+Chainlink_ETH/USD,0x7ceBec7483b8D20CEAa4911b368d0113c020dd10,0xf1C9acDc66974dFB6dEcB12aA385b9cD01190E38,0x0000000000000000000000000000000000000348,Yes
swETH,USD,Cross,Cross_swETH/USD=RedStoneClassic_swETH/ETH+Chainlink_ETH/USD,0x5ffc9CbD2eec444CbEa73f4FF074FF54775E2F06,0xf951E335afb289353dc249e82926178EaC7DEd78,0x0000000000000000000000000000000000000348,Yes
rsETH,USD,Cross,Cross_rsETH/USD=RedStoneClassic_rsETH/ETH+Chainlink_ETH/USD,0x6653F10CFadC375dc14A0b55db6e5c037b6fa21b,0xA1290d69c65A6Fe4DF752f95823fae25cB99e5A7,0x0000000000000000000000000000000000000348,Yes
ezETH,USD,Cross,Cross_ezETH/USD=RedStoneClassic_ezETH/ETH+Chainlink_ETH/USD,0x205934fCB64523CA9DaCee5Cac93e82F2544422c,0xbf5495Efe5DB9ce00f80364C8B423567e58d2110,0x0000000000000000000000000000000000000348,Yes
rswETH,USD,Cross,Cross_rswETH/USD=RedStoneClassic_rswETH/ETH+Chainlink_ETH/USD,0x83a27C7AC47D6B4065dD442bA90500d61bfbF440,0xFAe103DC9cf190eD75350761e95403b7b8aFa6c0,0x0000000000000000000000000000000000000348,Yes
pufETH,USD,Cross,Cross_pufETH/USD=RedStoneClassic_pufETH/ETH+Chainlink_ETH/USD,0x5412ed14FF9D2044981987D472d6C0618eD87d57,0xD9A442856C234a39a81a089C06451EBAa4306a72,0x0000000000000000000000000000000000000348,Yes
sfrxETH,USD,Cross,Cross_sfrxETH/USD=RedStoneClassic_sfrxETH/ETH+Chainlink_ETH/USD,0x92587bc3c89289540813CFCa9D6E9aa6A759AF90,0xac3E018457B222d93114458476f3E3416Abbe38F,0x0000000000000000000000000000000000000348,Yes
apxETH,USD,Cross,Cross_apxETH/USD=RedStoneClassic_apxETH/ETH+Chainlink_ETH/USD,0xc667d21d0BFfd9007cDB68A119Bc6b121b1Cb2eD,0x9ba021b0a9b958b5e75ce9f6dff97c7ee52cb3e6,0x0000000000000000000000000000000000000348,Yes
ETH+,USD,Cross,Cross_ETH+/USD=RedStoneClassic_ETH+/ETH+Chainlink_ETH/USD,0x9c32824d98DBdBDC1c0C47f849E232DF3c5c66ec,0xE72B141DF173b999AE7c1aDcbF60Cc9833Ce56a8,0x0000000000000000000000000000000000000348,Yes
pzETH,ETH_FUNDAMENTAL,RedStone Classic,RedStoneClassic_pzETH/ETH_FUNDAMENTAL,0x0E45B0bc6D05872E355cca26f14ec5519E302db6,0x8c9532a60E0E7C6BbD2B2c1303F63aCE1c3E9811,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
wstETH,ETH,Lido Fundamental,LidoFundamental_wstETH/ETH,0x7c37aB8Cd76Ee8888ad7F19C1F8a3A6D1622e9B8,0x7f39C581F595B53c5cb19bD0b3f8dA6c935E2Ca0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
wstETH,USD,Cross,Cross_wstETH/USD=LidoFundamental_wstETH/ETH+Chainlink_ETH/USD,0x6FA8E73139E3e9dbcF3be9D3f185Ffbc2F58C957,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0x0000000000000000000000000000000000000348,Yes
RPL,USD,Chainlink,Chainlink_RPL/USD,0x9c0c01C585a2A7B63EF2a4f998d79E3C1E47336D,0xD33526068D116cE69F19A9ee46F0bd304F21A51f,0x0000000000000000000000000000000000000348,Yes
RSR,USD,Chainlink,Chainlink_RSR/USD,0xcb9F947987b833a82A15b87Cf1473a1797846A5E,0x320623b8E4fF03373931769A31Fc52A4E78B5d70,0x0000000000000000000000000000000000000348,Yes
sDAI,DAI,ExternalVault,ExternalVault_sDAI/DAI,0x83F20F44975D03b1b09e64809B757c47f942BEeA,0x83F20F44975D03b1b09e64809B757c47f942BEeA,0x6B175474E89094C44Da98b954EedeAC495271d0F,Yes
woETH,oETH,ExternalVault,ExternalVault_woETH/oETH,0xDcEe70654261AF21C44c093C300eD3Bb97b78192,0xDcEe70654261AF21C44c093C300eD3Bb97b78192,0x856c4Efb76C1D1AE02e20CEB03A2A6a08b0b8dC3,Yes
stUSD,USDA,ExternalVault,ExternalVault_stUSD/USDA,0x0022228a2cc5e7ef0274a7baa600d44da5ab5776,0x0022228a2cc5e7ef0274a7baa600d44da5ab5776,0x0000206329b97DB379d5E1Bf586BbDB969C63274,Yes
OETH,ETH,Fixed Rate,FixedRate_OETH/ETH,0xC499881FCc94d6755532e2C80b474858a564D637,0x856c4Efb76C1D1AE02e20CEB03A2A6a08b0b8dC3,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
M,USD,Fixed Rate,FixedRate_M/USD,0x6A8E56f5BbE066D1afdcA56a5133722d48D0CD77,0x866A2BF4E572CbcF37D5071A7a58503Bfb36be1b,0x0000000000000000000000000000000000000348,Yes
USDA,USD,Fixed Rate,FixedRate_USDA/USD,0x6Fac9CC26abf132cdfb357C1f38A32cd46bAB5be,0x0000206329b97DB379d5E1Bf586BbDB969C63274,0x0000000000000000000000000000000000000348,Yes
rETH,ETH,Rate Provider,RateProvider_rETH/ETH,0x286b8d05f9A9427899ad4dfF9A5298E238Ce80e7,0xae78736Cd615f374D3085123A210448E74Fc6393,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
ezETH,ETH,Rate Provider,RateProvider_ezETH/ETH,0x2E5c0B799eFbe406b98b7D5aDA26d6CD31734D6d,0xbf5495Efe5DB9ce00f80364C8B423567e58d2110,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
osETH,ETH,Rate Provider,RateProvider_osETH/ETH,0x196446caDDe6DA4d4AFCde0c2A06DCB7B6085C12,0xf1C9acDc66974dFB6dEcB12aA385b9cD01190E38,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
weETH,ETH,Rate Provider,RateProvider_weETH/ETH,0xAb21F487D3A3f126d1A92788c3b1D96AB4093029,0xCd5fE23C85820F7B72D0926FC9b05b43E359b7ee,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
rswETH,ETH,Rate Provider,RateProvider_rswETH/ETH,0x80F9B69b6E5774dE49AAE7CF8bb4CD3345Dd8940,0xFAe103DC9cf190eD75350761e95403b7b8aFa6c0,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
agETH,ETH,Rate Provider,RateProvider_agETH/ETH,0xF3DfF78dA9074B288dB14c4Ba10ba540741E2629,0xe1B4d34E8754600962Cd944B535180Bd758E6c2e,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
ETHx,ETH,Rate Provider,RateProvider_ETHx/ETH,0x1BdDdB80Baeb5892b71c32137Cd8A35f8B7eb695,0xA35b1B31Ce002FBF2058D22F30f95D405200A15b,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
amphrETH,ETH,Rate Provider,RateProvider_amphrETH/ETH,0x517Cb608a08875FF60407F0209a87e093955A6C6,0x5fD13359Ba15A84B76f7F87568309040176167cd,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,No
rstETH,ETH,Rate Provider,RateProvider_rstETH/ETH,0x804C4fC1eb2202332eabaB8d2d81b1A5Cd48D875,0x7a4EffD87C2f3C55CA251080b1343b605f327E3a,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,No
steakLRT,ETH,Rate Provider,RateProvider_steakLRT/ETH,0xc09B45b31b7DD7B7bEcb348f1Df192C6948986B9,0xBEEF69Ac7870777598A04B2bd4771c71212E6aBc,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,No
pufETH,ETH,Rate Provider,RateProvider_pufETH/ETH,0x932fDc86108A15126e6b05ff448C22423fbbf266,0xD9A442856C234a39a81a089C06451EBAa4306a72,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,No
ynETH,ETH,Rate Provider,RateProvider_ynETH/ETH,0xEF1C2fedB798F2D769950D7AB83206eA477E02d2,0x09db87A538BD693E9d08544577d5cCfAA6373A48,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
swETH,ETH,Rate Provider,RateProvider_swETH/ETH,0x2Fe6b211a3e73683ca90d08C0AD8f5ba6CfaDfbc,0xf951E335afb289353dc249e82926178EaC7DEd78,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
sfrxETH,ETH,Rate Provider,RateProvider_sfrxETH/ETH,0x28B99170918f7441C4850E691dD44D2dC3150A75,0xac3E018457B222d93114458476f3E3416Abbe38F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
cbETH,ETH,Rate Provider,RateProvider_cbETH/ETH,0x95545a3a2B4329cC939F8256CbFB77c3Ff2F2045,0xBe9895146f7AF43049ca1c1AE358B0541Ea49704,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
rsETH,ETH,Rate Provider,RateProvider_rsETH/ETH,0x013F30a593718D962c0CeeDe0a66f5f9EF5451b5,0xA1290d69c65A6Fe4DF752f95823fae25cB99e5A7,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
USD0,USD,Fixed Rate,FixedRate_USD0/USD,0x83e0698654dF4bC9F888c635ebE1382F0E4F7a61,0x73A15FeD60Bf67631dC6cd7Bc5B6e8da8190aCF5,0x0000000000000000000000000000000000000348,Yes
amphrBTC,BTC,Fixed Rate,FixedRate_amphrBTC/BTC,0x7e6d4952A8076d705aaAcc7d5cEbDb2Ea3D6a1fc,0x64047dD3288276d70A4F8B5Df54668c8403f877F,0xbBbBBBBbbBBBbbbBbbBbbbbBBbBbbbbBbBbbBBbB,Yes
cbBTC,BTC,Fixed Rate,FixedRate_cbBTC/BTC,0x14C855046e91E91033Aaff3191EA6717Fb759A05,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,0xbBbBBBBbbBBBbbbBbbBbbbbBBbBbbbbBbBbbBBbB,Yes
amphrBTC,ETH,Cross,Cross_amphrBTC/ETH=FixedRate_amphrBTC/BTC+Chainlink_ETH/BTC,0x4add41F7DC14813C48f5AA5a3c453Ef1096581B7,0x64047dD3288276d70A4F8B5Df54668c8403f877F,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
cbBTC,ETH,Cross,Cross_cbBTC/ETH=FixedRate_cbBTC/BTC+Chainlink_ETH/BTC,0x66af61f199Ffee7BCfe52a2b8A18082f0067cA91,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
cbBTC,USD,Cross,Cross_cbBTC/USD=FixedRate_cbBTC/BTC+Chainlink_BTC/USD,0x04A56636015Ef379e21Bb78aa61069E721D0cf1C,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,0x0000000000000000000000000000000000000348,Yes
USDS,USD,Chronicle,Chronicle_USDS/USD,0x6245cd4E6fef97ccc0508242135fdF2577006cfc,0xdC035D45d973E3EC169d2276DDab16f1e407384F,0x0000000000000000000000000000000000000348,Yes
SUSDS,USD,Chronicle,Chronicle_SUSDS/USD,0x5a47412c769A6a57bA757253fB199eDC3cCFCDe6,0xa3931d71877c0e7a3148cb7eb4463524fec27fbd,0x0000000000000000000000000000000000000348,Yes
USD3,USD,RedStone Classic,RedStoneClassic_USD3/USD,0xE9c9eF4b49ECE9f4Ab7d3a919cc4CD04542ac064,0x0d86883FAf4FfD7aEb116390af37746F45b6f378,0x0000000000000000000000000000000000000348,Yes
LBTC_FUNDAMENTAL,BTC,RedStone Classic,RedStoneClassic_LBTC_FUNDAMENTAL/BTC,0x8a14C0190385cA8D9Ac7a134af39f7EBb13D5782,0x8236a87084f8B84306f72007F36F2618A5634494,0xbBbBBBBbbBBBbbbBbbBbbbbBBbBbbbbBbBbbBBbB,Yes
USD0,USD,Chainlink,Chainlink_USD0/USD,0xd9c823f4061d4a09881D26290BC41D910119C7Ec,0x73A15FeD60Bf67631dC6cd7Bc5B6e8da8190aCF5,0x0000000000000000000000000000000000000348,Yes
cbBTC,USD,Chainlink,Chainlink_cbBTC/USD,0x5a435d7b7E5f39e19172b0f4D5012363b7d2036F,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,0x0000000000000000000000000000000000000348,Yes
USDM,USD,Chainlink,Chainlink_USDM/USD,0x6eeFee325a755C1620Fb9871d0c0763c5Bf9c781,0x59D9356E565Ab3A36dD77763Fc0d87fEaf85508C,0x0000000000000000000000000000000000000348,Yes
cbBTC,USDC,Chronicle,Chronicle_cbBTC/USDC,0xDC8af46aDF7143e58047beECA27210D6dc760721,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,0xA0b86991c6218b36c1d19D4a2e9Eb0cE3606eB48,No
SKY,USD,Chronicle,Chronicle_SKY/USD,0x420a9855fA5FE985b9A6458780214a2700e0D9c6,0x56072C95FAA701256059aa122697B133aDEd9279,0x0000000000000000000000000000000000000348,No
PT-EBTC-26DEC2024,EBTC,Pendle,Pendle_PT-EBTC-26DEC2024/EBTC,0xd73dBF824CAB905a7E1687Ec1Ee25fd94FEEEed5,0xB997B3418935A1Df0F914Ee901ec83927c1509A0,0x657e8C867D8B37dCC18fA4Caead9C45EB088C642,No
PT-cornLBTC-26DEC2024,WBTC,Pendle,Pendle_PT-cornLBTC-26DEC2024/WBTC,0xf9c08c4c12380A1A1596e075F69273E1De573FD5,0x332A8ee60EdFf0a11CF3994b1b846BBC27d3DcD6,0x2260FAC5E5542a773Aa44fBCfeDf7C193bc2C599,No
eBTC,BTC,Rate Provider,RateProvider_eBTC/BTC,0xe6b889ddF1b4fc350a6bD56d646273F312881fD3,0x657e8C867D8B37dCC18fA4Caead9C45EB088C642,0xbBbBBBBbbBBBbbbBbbBbbbbBBbBbbbbBbBbbBBbB,Yes
SolvBTC,USD,RedStone Classic,RedStoneClassic_SolvBTC/USD,0x6C693A2DcA4e49bd0506946DA7334Cf1E880b1d5,0x7A56E1C57C7475CCf742a1832B028F0456652F97,0x0000000000000000000000000000000000000348,Yes
cbBTC,ETH,Cross,Cross_cbBTC/ETH=Chronicle_cbBTC/USDC+Chainlink_USDC/ETH,0xDC149E485a29Fc9384D8e634Ae9170ae1727BeaB,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,0xC02aaA39b223FE8D0A0e5C4F27eAD9083C756Cc2,Yes
cbBTC,USD,Cross,Cross_cbBTC/USD=Chronicle_cbBTC/USDC+Chainlink_USDC/USD,0x7F12be038cA9143085fdaff550C883baEbA53fc5,0xcbB7C0000aB88B473b1f5aFd9ef808440eed33Bf,0x0000000000000000000000000000000000000348,Yes
PT-EBTC-26DEC2024,BTC,Cross,Cross_PT-EBTC-26DEC2024/BTC=Pendle_PT-EBTC-26DEC2024/EBTC+RateProvider_EBTC/BTC,0x3eF9cd1D61d8Ed4a0915Cb07D4491aEA9f1b0B4e,0xB997B3418935A1Df0F914Ee901ec83927c1509A0,0xbBbBBBBbbBBBbbbBbbBbbbbBBbBbbbbBbBbbBBbB,Yes
PT-cornLBTC-26DEC2024,BTC,Cross,Cross_PT-cornLBTC-26DEC2024/BTC=Pendle_PT-cornLBTC-26DEC2024/WBTC+Chainlink_WBTC/BTC,0x8ce5249a189869eA829d1C73f230027DBE59BEFF,0x332A8ee60EdFf0a11CF3994b1b846BBC27d3DcD6,0xbBbBBBBbbBBBbbbBbbBbbbbBBbBbbbbBbBbbBBbB,Yes
TRY,USD,Chainlink,Chainlink_TRY/USD,0xBbC63A0787f20A252fFdF7A654dF09814Dc15BA1,0x00000000000000000000000000000000000003B5,0x0000000000000000000000000000000000000348,Yes
TRYB,TRY,Fixed Rate,FixedRate_TRYB/TRY,0x6C34C9051830f58Df56582361436368563bB591D,0x2C537E5624e4af88A7ae4060C022609376C8D0EB,0x00000000000000000000000000000000000003B5,Yes
TRYB,USD,Cross,Cross_TRYB/USD=FixedRate_TRYB/TRY+Chainlink_TRY/USD,0x6C68D8C829399B040ff8821df2f35a630dF02f10,0x2C537E5624e4af88A7ae4060C022609376C8D0EB,0x0000000000000000000000000000000000000348,Yes
AUSD,USD,Fixed Rate,FixedRate_AUSD/USD,0xCEAEF9039C346a17eCF9edacD326dd4E83C77e3A,0x00000000eFE302BEAA2b3e6e1b18d08D69a9012a,0x0000000000000000000000000000000000000348,Yes
wM,USD,Fixed Rate,FixedRate_wM/USD,0x62357F6Df9B45A638401482f085d9d998fD2Aa6e,0x437cc33344a0B27A429f795ff6B469C72698B291,0x0000000000000000000000000000000000000348,Yes
FDUSD,USD,Pyth,Pyth_FDUSD/USD,0xC642C492BbffFb7CCA586245A520afB313DeBb74,0xc5f0f7b66764F6ec8C8Dff7BA683102295E16409,0x0000000000000000000000000000000000000348,Yes
cbETH,USD,Cross,Cross_cbETH/USD=RateProvider_cbETH/ETH+Chainlink_ETH/USD,0xafDB48aa701eA15aD1d670B5fA65a84358e0C127,0xbe9895146f7af43049ca1c1ae358b0541ea49704,0x0000000000000000000000000000000000000348,Yes
weETH,USD,Cross,Cross_weETH/USD=RateProvider_weETH/ETH+Chainlink_ETH/USD,0x3FbFf9a3B7f95aD64AFD57f6B43EC0C86D437637,0xCd5fE23C85820F7B72D0926FC9b05b43E359b7ee,0x0000000000000000000000000000000000000348,Yes
